Trial_Nr,Trial_Id,Exp_Subject_Id,OptionChosen,TargetWord,knowledge,StemType,Frequency,Stem_romanization,Affix_romanization,Word_romanization,Tensification,Nasalization,L_deletion,C_deletion,Lateralization,AffixInitialSegment,UR,JunctureType,Production_R
23,170,624294,option_1,짧아,5,LC,high,Jalp,a,Jalpa,0,NA,0,0,NA,NA,NA,NA,NA
138,19,624294,option_1,찍어,5,C,low,Jik,v,Jikv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,Jikv
146,27,624294,option_1,찍나,5,C,low,Jik,na,Jikna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,JiNna
103,165,624294,option_2,찍다,5,C,low,Jik,ta,Jikta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,Jikda
135,97,624294,option_1,착나,1,C,nonce,Cak,na,Cakna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,CaNna
112,7,624294,option_2,착다,1,C,nonce,Cak,ta,Cakta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,Cakda
84,152,624294,option_1,착아,1,C,nonce,Cak,a,Caka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,Caka
58,53,624294,option_1,톱나,1,C,nonce,Top,na,Topna,NA,1,NA,NA,NA,Sonorant,p-n,C+Sonorant,Tomna
53,84,624294,option_2,톱다,1,C,nonce,Top,ta,Topta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,Topda
78,51,624294,option_1,톱아,1,C,nonce,Top,a,Topa,0,NA,NA,NA,NA,Vowel,p-a,C+Vowel,Topa
166,64,624294,option9_other,핥다,5,LC,low,halT,ta,halTta,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,62,624294,option_4,핥나,5,LC,low,halT,na,halTna,NA,0,0,1,0,NA,NA,NA,NA
97,172,624294,option_1,핥아,5,LC,low,halT,a,halTa,0,NA,0,0,NA,NA,NA,NA,NA
56,60,624294,option_4,훑나,5,LC,low,hulT,na,hulTna,NA,0,0,1,0,NA,NA,NA,NA
16,35,624294,option_1,훑어,5,LC,low,hulT,v,hulTv,0,NA,0,0,NA,NA,NA,NA,NA
175,118,624294,option9_other,훑다,5,LC,low,hulT,ta,hulTta,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,116,628870,option_1,갉아,5,LC,low,kalk,a,kalka,0,NA,0,0,NA,NA,NA,NA,NA
159,121,628870,option_4,갉다,5,LC,low,kalk,ta,kalkta,1,NA,1,0,NA,NA,NA,NA,NA
140,60,628870,option_1,갉나,5,LC,low,kalk,na,kalkna,NA,1,1,0,0,NA,NA,NA,NA
67,74,628870,option_2,겊다,1,C,nonce,kvP,ta,kvPta,1,NA,NA,NA,NA,Obstruent,P-t,C+Obstruent,kvpda
80,120,628870,option_1,겊나,1,C,nonce,kvP,na,kvPna,NA,1,NA,NA,NA,Sonorant,P-n,C+Sonorant,kvmna
119,119,628870,option9_other,겊어,1,C,nonce,kvP,v,kvPv,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,103,628870,option_4,겳다,1,LC,nonce,kjvlp,ta,kjvlpta,1,NA,1,0,NA,NA,NA,NA,NA
44,112,628870,option_1,겳나,1,LC,nonce,kjvlp,na,kjvlpna,NA,1,1,0,0,NA,NA,NA,NA
133,155,628870,option_4,겳어,1,LC,nonce,kjvlp,v,kjvlpv,0,NA,1,0,NA,NA,NA,NA,NA
105,56,628870,option_3,굵다,5,LC,high,kulk,ta,kulkta,1,NA,0,1,NA,NA,NA,NA,NA
64,37,628870,option_1,굵나,5,LC,high,kulk,na,kulkna,NA,1,1,0,0,NA,NA,NA,NA
123,66,628870,option_1,굵어,5,LC,high,kulk,v,kulkv,0,NA,0,0,NA,NA,NA,NA,NA
39,148,628870,option_3,긁다,5,LC,low,kxlk,ta,kxlkta,1,NA,0,1,NA,NA,NA,NA,NA
83,84,628870,option_1,긁나,5,LC,low,kxlk,na,kxlkna,NA,1,1,0,0,NA,NA,NA,NA
38,93,628870,option_1,긁어,5,LC,low,kxlk,v,kxlkv,0,NA,0,0,NA,NA,NA,NA,NA
90,41,628870,option9_other,긆어,1,LC,nonce,kxlP,v,kxlPv,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,127,628870,option_4,긆다,1,LC,nonce,kxlP,ta,kxlPta,1,NA,1,0,NA,NA,NA,NA,NA
36,115,628870,option_3,긆나,1,LC,nonce,kxlP,na,kxlPna,NA,0,1,0,0,NA,NA,NA,NA
77,138,628870,option_1,낡나,5,LC,high,nalk,na,nalkna,NA,1,1,0,0,NA,NA,NA,NA
171,97,628870,option_3,낡다,5,LC,high,nalk,ta,nalkta,1,NA,0,1,NA,NA,NA,NA,NA
152,143,628870,option_1,낡아,5,LC,high,nalk,a,nalka,0,NA,0,0,NA,NA,NA,NA,NA
2,15,628870,option_1,낣아,1,LC,nonce,nalp,a,nalpa,0,NA,0,0,NA,NA,NA,NA,NA
5,38,628870,option_3,낣다,1,LC,nonce,nalp,ta,nalpta,1,NA,0,1,NA,NA,NA,NA,NA
14,134,628870,option_3,낣나,1,LC,nonce,nalp,na,nalpna,NA,0,1,0,0,NA,NA,NA,NA
142,105,628870,option_2,냍나,1,C,nonce,neT,na,neTna,NA,0,NA,NA,NA,Sonorant,T-n,C+Sonorant,neTna
154,125,628870,option9_other,냍어,1,C,nonce,neT,v,neTv,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,49,628870,option_2,냍다,1,C,nonce,neT,ta,neTta,1,NA,NA,NA,NA,Obstruent,T-t,C+Obstruent,netda
34,52,628870,option_3,넓다,5,LC,high,nvlp,ta,nvlpta,1,NA,0,1,NA,NA,NA,NA,NA
9,89,628870,option_3,넓나,5,LC,high,nvlp,na,nvlpna,NA,0,1,0,0,NA,NA,NA,NA
141,5,628870,option_1,넓어,5,LC,high,nvlp,v,nvlpv,0,NA,0,0,NA,NA,NA,NA,NA
132,171,628870,option_2,눅다,1,C,nonce,nuk,ta,nukta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,nukda
22,158,628870,option_1,눅나,1,C,nonce,nuk,na,nukna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,nuNna
166,132,628870,option_1,눅어,1,C,nonce,nuk,v,nukv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,nukv
1,108,628870,option_6,늙다,5,LC,high,nxlk,ta,nxlkta,0,NA,1,0,NA,NA,NA,NA,NA
16,135,628870,option_1,늙나,5,LC,high,nxlk,na,nxlkna,NA,1,1,0,0,NA,NA,NA,NA
149,106,628870,option_1,늙어,5,LC,high,nxlk,v,nxlkv,0,NA,0,0,NA,NA,NA,NA,NA
170,162,628870,option_3,덟나,2,LC,nonce,tvlp,na,tvlpna,NA,0,1,0,0,NA,NA,NA,NA
27,81,628870,option_3,덟다,2,LC,nonce,tvlp,ta,tvlpta,1,NA,0,1,NA,NA,NA,NA,NA
29,85,628870,option_1,덟어,2,LC,nonce,tvlp,v,tvlpv,0,NA,0,0,NA,NA,NA,NA,NA
71,24,628870,option_2,독나,1,C,nonce,tok,na,tokna,NA,0,NA,NA,NA,Sonorant,k-n,C+Sonorant,tokna
15,53,628870,option_1,독아,1,C,nonce,tok,a,toka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,toka
95,65,628870,option_2,독다,1,C,nonce,tok,ta,tokta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,tokda
91,69,628870,option_1,둡어,1,C,nonce,tup,v,tupv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,tupv
69,142,628870,option_1,둡나,1,C,nonce,tup,na,tupna,NA,1,NA,NA,NA,Sonorant,p-n,C+Sonorant,tumna
92,75,628870,option_2,둡다,1,C,nonce,tup,ta,tupta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,tupda
60,19,628870,option_3,듥나,1,LC,nonce,txlk,na,txlkna,NA,0,1,0,0,NA,NA,NA,NA
110,63,628870,option9_other,듥어,1,LC,nonce,txlk,v,txlkv,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,95,628870,option_4,듥다,1,LC,nonce,txlk,ta,txlkta,1,NA,1,0,NA,NA,NA,NA,NA
158,23,628870,option_5,떫다,5,LC,low,dvlp,ta,dvlpta,0,NA,0,1,NA,NA,NA,NA,NA
20,20,628870,option_1,떫어,5,LC,low,dvlp,v,dvlpv,0,NA,0,0,NA,NA,NA,NA,NA
59,178,628870,option_3,떫나,5,LC,low,dvlp,na,dvlpna,NA,0,1,0,0,NA,NA,NA,NA
101,128,628870,option_1,막아,5,C,high,mak,a,maka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,maka
97,62,628870,option_2,막다,5,C,high,mak,ta,makta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,makda
7,3,628870,option_1,막나,5,C,high,mak,na,makna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,maNna
89,124,628870,option_3,맑나,5,LC,high,malk,na,malkna,NA,0,1,0,0,NA,NA,NA,NA
176,55,628870,option_3,맑다,5,LC,high,malk,ta,malkta,1,NA,0,1,NA,NA,NA,NA,NA
106,21,628870,option_1,맑아,5,LC,high,malk,a,malka,0,NA,0,0,NA,NA,NA,NA,NA
76,25,628870,option_1,멁어,3,LC,nonce,mvlk,v,mvlkv,0,NA,0,0,NA,NA,NA,NA,NA
93,153,628870,option_1,멁나,3,LC,nonce,mvlk,na,mvlkna,NA,1,1,0,0,NA,NA,NA,NA
151,92,628870,option_4,멁다,3,LC,nonce,mvlk,ta,mvlkta,1,NA,1,0,NA,NA,NA,NA,NA
173,2,628870,option_2,묵다,2,C,low,muk,ta,mukta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,mukda
53,107,628870,option_1,묵어,2,C,low,muk,v,mukv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,mukv
138,28,628870,option_1,묵나,2,C,low,muk,na,mukna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,muNna
13,9,628870,option_1,묽어,5,LC,low,mulk,v,mulkv,0,NA,0,0,NA,NA,NA,NA,NA
43,113,628870,option_3,묽나,5,LC,low,mulk,na,mulkna,NA,0,1,0,0,NA,NA,NA,NA
86,67,628870,option_4,묽다,5,LC,low,mulk,ta,mulkta,1,NA,1,0,NA,NA,NA,NA,NA
134,26,628870,option_1,박나,5,C,high,pak,na,pakna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,paNna
96,141,628870,option_1,박아,5,C,high,pak,a,paka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,paka
18,16,628870,option_2,박다,5,C,high,pak,ta,pakta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,pakda
146,114,628870,option_1,밝나,5,LC,high,palk,na,palkna,NA,1,1,0,0,NA,NA,NA,NA
35,8,628870,option_3,밝다,5,LC,high,palk,ta,palkta,1,NA,0,1,NA,NA,NA,NA,NA
125,110,628870,option_1,밝아,5,LC,high,palk,a,palka,0,NA,0,0,NA,NA,NA,NA,NA
57,111,628870,option_1,밟나,5,LC,high,palp,na,palpna,NA,1,1,0,0,NA,NA,NA,NA
122,73,628870,option_1,밟아,5,LC,high,palp,a,palpa,0,NA,0,0,NA,NA,NA,NA,NA
25,169,628870,option_3,밟다,5,LC,high,palp,ta,palpta,1,NA,0,1,NA,NA,NA,NA,NA
107,64,628870,option_1,뱉어,5,C,low,peT,v,peTv,0,NA,NA,NA,NA,Vowel,T-v,C+Vowel,peTv
4,166,628870,option_1,뱉나,5,C,low,peT,na,peTna,NA,1,NA,NA,NA,Sonorant,T-n,C+Sonorant,penna
3,12,628870,option_2,뱉다,5,C,low,peT,ta,peTta,1,NA,NA,NA,NA,Obstruent,T-t,C+Obstruent,petda
32,34,628870,option_1,법나,1,C,nonce,kvp,na,kvpna,NA,1,NA,NA,NA,Sonorant,p-n,C+Sonorant,pvmna
40,100,628870,option_1,법어,1,C,nonce,kvp,v,kvpv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,pvpv
61,157,628870,option_2,법다,1,C,nonce,kvp,ta,kvpta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,pvpda
50,33,628870,option_3,붉다,5,LC,high,pulk,ta,pulkta,1,NA,0,1,NA,NA,NA,NA,NA
147,18,628870,option_1,붉어,5,LC,high,pulk,v,pulkv,0,NA,0,0,NA,NA,NA,NA,NA
163,104,628870,option_1,붉나,5,LC,high,pulk,na,pulkna,NA,1,1,0,0,NA,NA,NA,NA
126,176,628870,option_1,붍나,2,LC,nonce,pulT,na,pulTna,NA,1,1,0,0,NA,NA,NA,NA
10,117,628870,option_4,붍다,2,LC,nonce,pulT,ta,pulTta,1,NA,1,0,NA,NA,NA,NA,NA
143,118,628870,option_4,붍어,2,LC,nonce,pulT,v,pulTv,0,NA,1,0,NA,NA,NA,NA,NA
161,17,628870,option_1,뽑아,5,C,high,p*op,a,p*opa,0,NA,NA,NA,NA,Vowel,p-a,C+Vowel,bopa
135,87,628870,option_2,뽑다,5,C,high,p*op,ta,p*opta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,bopda
31,160,628870,option_1,뽑나,5,C,high,p*op,na,p*opna,NA,1,NA,NA,NA,Sonorant,p-n,C+Sonorant,bomna
144,131,628870,option_1,속아,5,C,low,sok,a,soka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,soka
62,170,628870,option_1,속나,5,C,low,sok,na,sokna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,soNna
11,173,628870,option_2,속다,5,C,low,sok,ta,sokta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,sokda
85,174,628870,option_4,숡다,1,LC,nonce,sulk,ta,sulkta,1,NA,1,0,NA,NA,NA,NA,NA
118,72,628870,option_4,숡어,1,LC,nonce,sulk,v,sulkv,0,NA,1,0,NA,NA,NA,NA,NA
109,35,628870,option_1,숡나,1,LC,nonce,sulk,na,sulkna,NA,1,1,0,0,NA,NA,NA,NA
23,167,628870,option_1,식나,4,C,low,sik,na,sikna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,siNna
21,146,628870,option_2,식다,4,C,low,sik,ta,sikta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,sikda
136,30,628870,option_1,식어,4,C,low,sik,v,sikv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,sikv
127,180,628870,option_1,썩다,5,C,high,s*vk,ta,s*vkta,0,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,Svkta
179,43,628870,option_1,썩어,5,C,high,s*vk,v,s*vkv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,Svkv
128,130,628870,option_1,썩나,5,C,high,s*vk,na,s*vkna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,SvNna
157,165,628870,option_1,씹어,5,C,high,s*ip,v,s*ipv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,Sipv
65,1,628870,option_1,씹나,5,C,high,s*ip,na,s*ipna,NA,1,NA,NA,NA,Sonorant,p-n,C+Sonorant,Simna
116,70,628870,option_1,씹다,5,C,high,s*ip,ta,s*ipta,0,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,Sipta
58,45,628870,option_1,앍나,1,LC,nonce,alk,na,alkna,NA,1,1,0,0,NA,NA,NA,NA
174,39,628870,option_4,앍다,1,LC,nonce,alk,ta,alkta,1,NA,1,0,NA,NA,NA,NA,NA
168,109,628870,option_1,앍아,1,LC,nonce,alk,a,alka,0,NA,0,0,NA,NA,NA,NA,NA
78,151,628870,option_1,얇아,5,LC,low,yalp,a,yalpa,0,NA,0,0,NA,NA,NA,NA,NA
150,156,628870,option_3,얇나,5,LC,low,yalp,na,yalpna,NA,0,1,0,0,NA,NA,NA,NA
12,27,628870,option_3,얇다,5,LC,low,yalp,ta,yalpta,1,NA,0,1,NA,NA,NA,NA,NA
47,4,628870,option_1,얕아,5,C,low,yaT,a,yaTa,0,NA,NA,NA,NA,Vowel,T-a,C+Vowel,yaTa
153,77,628870,option_2,얕다,5,C,low,yaT,ta,yaTta,1,NA,NA,NA,NA,Obstruent,T-t,C+Obstruent,yatda
124,82,628870,option_1,얕나,5,C,low,yaT,na,yaTna,NA,1,NA,NA,NA,Sonorant,T-n,C+Sonorant,yanna
104,136,628870,option_4,얽다,3,LC,low,vlk,ta,vlkta,1,NA,1,0,NA,NA,NA,NA,NA
165,13,628870,option_1,얽나,3,LC,low,vlk,na,vlkna,NA,1,1,0,0,NA,NA,NA,NA
72,145,628870,option_1,얽어,3,LC,low,vlk,v,vlkv,0,NA,0,0,NA,NA,NA,NA,NA
52,46,628870,option_1,업나,5,C,low,vp,na,vpna,NA,1,NA,NA,NA,Sonorant,p-n,C+Sonorant,vmna
42,150,628870,option_2,업다,5,C,low,vp,ta,vpta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,vpda
37,172,628870,option_1,업어,5,C,low,vp,v,vpv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,vpv
130,86,628870,option_2,엎다,3,C,low,vP,ta,vPta,1,NA,NA,NA,NA,Obstruent,P-t,C+Obstruent,vpda
162,58,628870,option_1,엎어,3,C,low,vP,v,vPv,0,NA,NA,NA,NA,Vowel,P-v,C+Vowel,vPv
167,139,628870,option_1,엎나,3,C,low,vP,na,vPna,NA,1,NA,NA,NA,Sonorant,P-n,C+Sonorant,vmna
19,140,628870,option_3,엷다,5,LC,low,yvlp,ta,yvlpta,1,NA,0,1,NA,NA,NA,NA,NA
117,14,628870,option_4,엷어,5,LC,low,yvlp,v,yvlpv,0,NA,1,0,NA,NA,NA,NA,NA
148,57,628870,option_3,엷나,5,LC,low,yvlp,na,yvlpna,NA,0,1,0,0,NA,NA,NA,NA
30,76,628870,option_2,옅다,5,C,low,yvT,ta,yvTta,1,NA,NA,NA,NA,Obstruent,T-t,C+Obstruent,jvtda
178,40,628870,option_1,옅어,5,C,low,yvT,v,yvTv,0,NA,NA,NA,NA,Vowel,T-v,C+Vowel,jvTv
54,163,628870,option_1,옅나,5,C,low,yvT,na,yvTna,NA,1,NA,NA,NA,Sonorant,T-n,C+Sonorant,jvnna
28,154,628870,option_2,웁다,1,C,nonce,up,ta,upta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,upda
164,31,628870,option_1,웁어,1,C,nonce,up,v,upv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,upv
26,164,628870,option_2,웁나,1,C,nonce,up,na,upna,NA,0,NA,NA,NA,Sonorant,p-n,C+Sonorant,upna
70,122,628870,option9_other,읊어,4,LC,low,xlP,v,xlPv,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,6,628870,option_3,읊나,4,LC,low,xlP,na,xlPna,NA,0,1,0,0,NA,NA,NA,NA
169,10,628870,option_4,읊다,4,LC,low,xlP,ta,xlPta,1,NA,1,0,NA,NA,NA,NA,NA
98,44,628870,option_2,익다,5,C,low,ik,ta,ikta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,ikda
156,126,628870,option_1,익나,5,C,low,ik,na,ikna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,iNna
48,80,628870,option_1,익어,5,C,low,ik,v,ikv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,ikv
180,96,628870,option_1,읽나,5,LC,high,ilk,na,ilkna,NA,1,1,0,0,NA,NA,NA,NA
131,159,628870,option_1,읽어,5,LC,high,ilk,v,ilkv,0,NA,0,0,NA,NA,NA,NA,NA
87,83,628870,option_3,읽다,5,LC,high,ilk,ta,ilkta,1,NA,0,1,NA,NA,NA,NA,NA
33,98,628870,option_2,입다,5,C,high,ip,ta,ipta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,ipda
66,51,628870,option_1,입어,5,C,high,ip,v,ipv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,ipv
100,36,628870,option_1,입나,5,C,high,ip,na,ipna,NA,1,NA,NA,NA,Sonorant,p-n,C+Sonorant,imna
108,129,628870,option_1,작나,5,C,high,cak,na,cakna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,caNna
172,102,628870,option_1,작아,5,C,high,cak,a,caka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,caka
113,99,628870,option_2,작다,5,C,high,cak,ta,cakta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,cakda
112,94,628870,option_1,적어,5,C,high,cvk,v,cvkv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,cvkv
99,59,628870,option_2,적다,5,C,high,cvk,ta,cvkta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,cvkda
129,144,628870,option_1,적나,5,C,high,cvk,na,cvkna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,cvNna
41,79,628870,option_1,접어,5,C,high,cvp,v,cvpv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,cvpv
88,179,628870,option_2,접다,5,C,high,cvp,ta,cvpta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,cvpda
84,42,628870,option_1,접나,5,C,high,cvp,na,cvpna,NA,1,NA,NA,NA,Sonorant,p-n,C+Sonorant,cvmna
114,175,628870,option_2,직다,1,C,nonce,cik,ta,cikta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,cikda
155,177,628870,option_1,직나,1,C,nonce,cik,na,cikna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,ciNna
17,137,628870,option_1,직어,1,C,nonce,cik,v,cikv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,cikv
6,22,628870,option_1,짉어,1,LC,nonce,cilk,v,cilkv,0,NA,0,0,NA,NA,NA,NA,NA
175,88,628870,option_1,짉나,1,LC,nonce,cilk,na,cilkna,NA,1,1,0,0,NA,NA,NA,NA
139,71,628870,option_4,짉다,1,LC,nonce,cilk,ta,cilkta,1,NA,1,0,NA,NA,NA,NA,NA
45,47,628870,option_1,집나,5,C,high,cip,na,cipna,NA,1,NA,NA,NA,Sonorant,p-n,C+Sonorant,cimna
82,7,628870,option_1,집어,5,C,high,cip,v,cipv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,cipv
94,54,628870,option_2,집다,5,C,high,cip,ta,cipta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,cipda
49,68,628870,option_3,짧나,5,LC,high,Jalp,na,Jalpna,NA,0,1,0,0,NA,NA,NA,NA
111,133,628870,option_1,짧아,5,LC,high,Jalp,a,Jalpa,0,NA,0,0,NA,NA,NA,NA,NA
160,29,628870,option_3,짧다,5,LC,high,Jalp,ta,Jalpta,1,NA,0,1,NA,NA,NA,NA,NA
74,32,628870,option_2,찍다,5,C,low,Jik,ta,Jikta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,Jikda
102,90,628870,option_1,찍어,5,C,low,Jik,v,Jikv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,Jikv
8,61,628870,option_1,찍나,5,C,low,Jik,na,Jikna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,JiNna
63,123,628870,option_2,착다,1,C,nonce,Cak,ta,Cakta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,Cakda
56,91,628870,option_1,착아,1,C,nonce,Cak,a,Caka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,Caka
120,78,628870,option_2,착나,1,C,nonce,Cak,na,Cakna,NA,0,NA,NA,NA,Sonorant,k-n,C+Sonorant,Cakna
79,149,628870,option_2,톱나,1,C,nonce,Top,na,Topna,NA,0,NA,NA,NA,Sonorant,p-n,C+Sonorant,Topna
24,147,628870,option_1,톱아,1,C,nonce,Top,a,Topa,0,NA,NA,NA,NA,Vowel,p-a,C+Vowel,Topa
145,161,628870,option_2,톱다,1,C,nonce,Top,ta,Topta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,Topda
121,11,628870,option_4,핥다,5,LC,low,halT,ta,halTta,1,NA,1,0,NA,NA,NA,NA,NA
51,50,628870,option_4,핥아,5,LC,low,halT,a,halTa,0,NA,1,0,NA,NA,NA,NA,NA
115,152,628870,option_3,핥나,5,LC,low,halT,na,halTna,NA,0,1,0,0,NA,NA,NA,NA
137,48,628870,option_4,훑어,4,LC,low,hulT,v,hulTv,0,NA,1,0,NA,NA,NA,NA,NA
46,168,628870,option_3,훑나,4,LC,low,hulT,na,hulTna,NA,0,1,0,0,NA,NA,NA,NA
103,101,628870,option_4,훑다,4,LC,low,hulT,ta,hulTta,1,NA,1,0,NA,NA,NA,NA,NA
